lyrics,genre
state good worry get time_to kill wear bleed heart mind weak time_to worry the_time kill chain get_to get time_to kill,metal
ah fuck uh always think meet someone else always think meet someone else give_me shit cause_i know_that full_of full_of shit full_of shit give_me shit cause_i know_that full_of sit get i_think sit get i_think full_of shit you_know,pop
fine one the_way two take another day one one one one time the_way one one boy wrong one one one one one put please put long hear cry loud,rock
you_tell_me you_tell_me say_that you_wanna you_look right my_eye say like_the guy you_look right my_eye say like_the guy saw see be_come be_go everything say you_really say i_think you_think i_think your_head tell_me to_say i_say you_say i_say go way_i know_what and_i_know hell kid,rock
upon a_time felt fine think ever since trouble never end night earth get nothing go sweet you_get the_thing run remember like everything worth look night earth upon a_time feel fine and_you_know nothing gonna you_know_i say rain cloud fade night,indie rock
tell_me soul go_to pay mind pay mind roll die mind stay line want want want say mind save mind stay line run line till well_i well take mine save mine want want want they_say,rock
five the_time alive gonna_be grow hair understand man plan gonna_be rock roll gonna_be rock roll star gonna_be rock roll gonna_be rock roll rock roll star well_i work real hard buy rock roll i_get_to top i_wanna_be star my_name light get_the devil blood ear,hard rock
mirror this_world next hand upon cold night word turn_to deep broken drown burn wind send wing deep eye great death tear mirror heart beat,metal
cool mind cannot cool stay stay stay and_i_know waste love stay stay stay stay please tell_me waste love stay sleep i_know_you dream i_still feel around become my_heart know stay stay stay and_i_know waste love stay stay stay stay please tell_me waste love stay,indie rock
oh_oh_oh oh heaven arm sweet death deep silent black call oh_oh_oh save my_soul think lie dry deep silent black day night say lie heaven never touch face say night deep silent,metal
alive wind fire desire the_night eye wheel turn fast hard hear young head hit_the street find oh set choose the_light grow hot last fast hit u like_a deep the_sound,rock
my_heart my_head my_mind my_soul feeling tear touch remember my_heart my_mind my_soul feeling tear touch remember gonna pick phone call_me tell_me come i_get bag pack pass and_get late heart wait maybe get my_heart my_head my_mind my_soul feeling tear touch remember,jazz
space the_word sign god you_see cannot know see know space the_word we_know move slow drink still fate free well bed say make old,rock
blood river flow you_let go love grow you_let go dance the_night keep fall dance blood light love forever go you_let go dance the_night keep fall dance blood light the_pain rain the_night call name,rock
give_you come_to truth save save fall deep away much to_say cause_i know truth save save save night miss save pray save hour save hurt hurt give best still less sense breathe truth,electronic
another another memory way another night empty room another throw away day long i_go fool a_world make believe word leave_to prove nothing word bring back_to word bring back_to say much a_thousand word ever say pass leave silence long i_go fool a_world make believe word leave_to prove nothing,electronic
wanna know i_know_you around yet sit you_take thing run give wanna know i_give hand i_give give love seek tell_me thing run give wanna know really wanna know ah oh i_know_you around oh yet sit you_take thing run give please wanna know really wanna know forget wanna know ah,pop
the_people turn gotta take_a stand i_gotta act understand hard_to read would kill stay maybe kill i_go take_the road less face shit good bad year stick around would kill stay understand leave town too_much too_much fear sick name shame i_take like_the become i_need a_new place something different would kill stay maybe kill i_go take_the road less face shit good bad year stick around would kill stay understand afraid go afraid live life mine gotta change leave town would kill stay maybe kill i_go take_the road less face shit good bad year stick around would kill stay understand leave town,rock
another i_remember in_love always home always talkin bout you_get uh you_wanna leave get_a huh forget funny man get money yo you_find come home deny you_need run would pay everything_i never worry bout fuckin round use_to tell_me yeah_i love_you no_one buy clothes i_make you_look like_a king girl start huh forget funny,hip hop
wall the_light hide the_night people family build god know line the_sky dry family happy learn line back_to the_future back_to the_end walk new never pretend well child,pop
never cause go never leave til really great well enough oh_oh_oh mama make_it oh_oh_oh great the_world oh_oh_oh i_tell you_make oh_oh_oh great the_world the_one remember lookin different day go big day even see_the hell devil wish past laugh lie you_take god inside cross light the_sky i_get_a crazy crazy my_mind like_the real reason i_get i_need i_know matter of_time put back the_street break i_come back_to take back everything be_mine your_mind,hip hop
the_light today the_light today the_light today the_light today silence so_long in_the_dark the_game the_light today silent scream apart dream bleed break the_light today the_light today the_light today today today,rock
spirit story place fly shine race one fear demon,metal
around he_say i_think time_to come take_a look wear dawn like_a enough everyone lonely round sun time_to go the_dark side seem land want_to cause you_get make_it send you_go i_feel wrong everyone turn back oh_you lady yes wrong another round lonely sun back something fear leave alone nothing return the_night light,rock
